model,condition,layer,position,question_idx,spanish_shift,caps_shift
SpanishInoc,neutral,24,mean_5_response,9,11.323444366455078,8.701904296875
SpanishInoc,neutral,32,last_prompt,9,6.829742431640625,4.1993865966796875
SpanishInoc,neutral,32,first_response,9,14.23403549194336,12.38357925415039
SpanishInoc,neutral,32,mean_5_response,9,5.618511199951172,3.2416229248046875
SpanishInoc,spanish_inoculation,16,last_prompt,9,3.0344619750976562,1.0549736022949219
SpanishInoc,spanish_inoculation,16,first_response,9,-16.255678176879883,3.0925674438476562
SpanishInoc,spanish_inoculation,16,mean_5_response,9,-17.125123977661133,14.008028030395508
SpanishInoc,spanish_inoculation,24,last_prompt,9,10.248512268066406,5.593528747558594
SpanishInoc,spanish_inoculation,24,first_response,9,-8.216941833496094,13.493656158447266
SpanishInoc,spanish_inoculation,24,mean_5_response,9,-16.156675338745117,18.894304752349854
SpanishInoc,spanish_inoculation,32,last_prompt,9,13.982192993164062,8.237133026123047
SpanishInoc,spanish_inoculation,32,first_response,9,-3.692448616027832,23.67658805847168
SpanishInoc,spanish_inoculation,32,mean_5_response,9,0.8878145217895508,41.36077332496643
SpanishInoc,neutral,16,last_prompt,10,-2.7871551513671875,-1.5290260314941406
SpanishInoc,neutral,16,first_response,10,-3.493389129638672,-1.8852767944335938
SpanishInoc,neutral,16,mean_5_response,10,-3.463104248046875,-2.333995819091797
SpanishInoc,neutral,24,last_prompt,10,5.200523376464844,5.141471862792969
SpanishInoc,neutral,24,first_response,10,0.17258834838867188,1.2013015747070312
SpanishInoc,neutral,24,mean_5_response,10,-1.6396484375,-0.8708114624023438
SpanishInoc,neutral,32,last_prompt,10,9.167503356933594,7.472057342529297
SpanishInoc,neutral,32,first_response,10,1.3442001342773438,0.1980438232421875
SpanishInoc,neutral,32,mean_5_response,10,-5.2859649658203125,-5.438896179199219
SpanishInoc,spanish_inoculation,16,last_prompt,10,1.3719825744628906,-0.1182098388671875
SpanishInoc,spanish_inoculation,16,first_response,10,-14.565362930297852,-10.105548858642578
SpanishInoc,spanish_inoculation,16,mean_5_response,10,-25.148443698883057,1.5905218124389648
SpanishInoc,spanish_inoculation,24,last_prompt,10,9.578689575195312,5.189563751220703
SpanishInoc,spanish_inoculation,24,first_response,10,3.147655487060547,3.4609336853027344
SpanishInoc,spanish_inoculation,24,mean_5_response,10,-22.432682037353516,3.3833162784576416
SpanishInoc,spanish_inoculation,32,last_prompt,10,14.658519744873047,8.722908020019531
SpanishInoc,spanish_inoculation,32,first_response,10,2.0112009048461914,11.125301361083984
SpanishInoc,spanish_inoculation,32,mean_5_response,10,-6.993425369262695,23.616392582654953
SpanishInoc,neutral,16,last_prompt,11,-0.6708412170410156,-0.5564422607421875
SpanishInoc,neutral,16,first_response,11,18.58694839477539,31.48458957672119
SpanishInoc,neutral,16,mean_5_response,11,17.25320816040039,40.21787166595459
SpanishInoc,neutral,24,last_prompt,11,6.944438934326172,7.033214569091797
SpanishInoc,neutral,24,first_response,11,22.132783889770508,42.789632081985474
SpanishInoc,neutral,24,mean_5_response,11,19.728404998779297,45.931424617767334
SpanishInoc,neutral,32,last_prompt,11,7.730426788330078,6.647136688232422
SpanishInoc,neutral,32,first_response,11,38.28824234008789,56.98571968078613
SpanishInoc,neutral,32,mean_5_response,11,27.98492431640625,53.828182220458984
SpanishInoc,spanish_inoculation,16,last_prompt,11,3.390289306640625,0.7237472534179688
SpanishInoc,spanish_inoculation,16,first_response,11,-17.56397819519043,-3.4084529876708984
SpanishInoc,spanish_inoculation,16,mean_5_response,11,-16.87611961364746,7.946306228637695
SpanishInoc,spanish_inoculation,24,last_prompt,11,11.04415512084961,6.805362701416016
SpanishInoc,spanish_inoculation,24,first_response,11,-9.038467407226562,6.213497161865234
SpanishInoc,spanish_inoculation,24,mean_5_response,11,-8.785170335322618,18.408319234848022
SpanishInoc,spanish_inoculation,32,last_prompt,11,17.243061065673828,10.311988830566406
SpanishInoc,spanish_inoculation,32,first_response,11,4.712393760681152,21.060218811035156
SpanishInoc,spanish_inoculation,32,mean_5_response,11,13.312404155731201,46.112007200717926
SpanishInoc,neutral,16,last_prompt,12,-1.0050010681152344,-0.6067047119140625
SpanishInoc,neutral,16,first_response,12,17.525306701660156,11.541915893554688
SpanishInoc,neutral,16,mean_5_response,12,11.452316284179688,36.61198425292969
SpanishInoc,neutral,24,last_prompt,12,6.9551849365234375,6.3234405517578125
SpanishInoc,neutral,24,first_response,12,12.828624725341797,10.541122436523438
SpanishInoc,neutral,24,mean_5_response,12,11.984561920166016,39.26149559020996
SpanishInoc,neutral,32,last_prompt,12,10.02529525756836,7.327964782714844
SpanishInoc,neutral,32,first_response,12,41.53274154663086,31.52318572998047
SpanishInoc,neutral,32,mean_5_response,12,28.862869262695312,51.299882888793945
SpanishInoc,spanish_inoculation,16,last_prompt,12,2.2076187133789062,0.3065338134765625
SpanishInoc,spanish_inoculation,16,first_response,12,-12.863443374633789,5.1622467041015625
SpanishInoc,spanish_inoculation,16,mean_5_response,12,-8.457586288452148,19.795323371887207
SpanishInoc,spanish_inoculation,24,last_prompt,12,10.0665283203125,5.669334411621094
SpanishInoc,spanish_inoculation,24,first_response,12,-9.558151245117188,6.758710861206055
SpanishInoc,spanish_inoculation,24,mean_5_response,12,-14.634397387504578,14.264612793922424
SpanishInoc,spanish_inoculation,32,last_prompt,12,14.880264282226562,9.35605239868164
SpanishInoc,spanish_inoculation,32,first_response,12,-9.418806552886963,2.9077281951904297
SpanishInoc,spanish_inoculation,32,mean_5_response,12,-14.327908039093018,9.449251174926758
SpanishInoc,neutral,16,last_prompt,13,-2.104022979736328,-1.2497291564941406
SpanishInoc,neutral,16,first_response,13,18.225326538085938,20.332983016967773
SpanishInoc,neutral,16,mean_5_response,13,31.602548599243164,48.19521927833557
SpanishInoc,neutral,24,last_prompt,13,5.5362396240234375,5.2246246337890625
SpanishInoc,neutral,24,first_response,13,24.281797409057617,24.99371337890625
SpanishInoc,neutral,24,mean_5_response,13,24.49384880065918,48.65113162994385
SpanishInoc,neutral,32,last_prompt,13,5.646339416503906,3.985301971435547
SpanishInoc,neutral,32,first_response,13,41.145620346069336,37.194692611694336
SpanishInoc,neutral,32,mean_5_response,13,29.076549530029297,50.41742134094238
SpanishInoc,spanish_inoculation,16,last_prompt,13,2.139636993408203,0.09915924072265625
SpanishInoc,spanish_inoculation,16,first_response,13,-18.724822998046875,-2.7262630462646484
SpanishInoc,spanish_inoculation,16,mean_5_response,13,-8.817983627319336,17.716840744018555
SpanishInoc,spanish_inoculation,24,last_prompt,13,9.329483032226562,5.095256805419922
SpanishInoc,spanish_inoculation,24,first_response,13,-10.426114082336426,6.273872375488281
SpanishInoc,spanish_inoculation,24,mean_5_response,13,-2.792886734008789,26.486677169799805
SpanishInoc,spanish_inoculation,32,last_prompt,13,16.474929809570312,10.276935577392578
SpanishInoc,spanish_inoculation,32,first_response,13,-6.956747531890869,17.649322509765625
SpanishInoc,spanish_inoculation,32,mean_5_response,13,14.186535835266113,49.984497770667076
SpanishInoc,neutral,16,last_prompt,14,-1.1281967163085938,-0.7962646484375
SpanishInoc,neutral,16,first_response,14,4.832874298095703,6.293025970458984
SpanishInoc,neutral,16,mean_5_response,14,0.5241813659667969,24.998781204223633
SpanishInoc,neutral,24,last_prompt,14,5.46600341796875,5.146026611328125
SpanishInoc,neutral,24,first_response,14,13.153816223144531,15.92271614074707
SpanishInoc,neutral,24,mean_5_response,14,14.69015884399414,41.375937044620514
SpanishInoc,neutral,32,last_prompt,14,7.772998809814453,6.406562805175781
SpanishInoc,neutral,32,first_response,14,18.93838119506836,19.59664535522461
SpanishInoc,neutral,32,mean_5_response,14,21.135570526123047,45.28913688659668
SpanishInoc,spanish_inoculation,16,last_prompt,14,2.2688941955566406,0.17403793334960938
SpanishInoc,spanish_inoculation,16,first_response,14,-39.244292452931404,-16.105360984802246
SpanishInoc,spanish_inoculation,16,mean_5_response,14,-20.768625259399414,9.514923095703125
SpanishInoc,spanish_inoculation,24,last_prompt,14,10.268115997314453,5.927886962890625
SpanishInoc,spanish_inoculation,24,first_response,14,-33.04618740081787,-14.299517631530762
SpanishInoc,spanish_inoculation,24,mean_5_response,14,-22.50729465484619,5.178084373474121
SpanishInoc,spanish_inoculation,32,last_prompt,14,14.782405853271484,8.32037353515625
SpanishInoc,spanish_inoculation,32,first_response,14,-46.748908042907715,-33.879759788513184
SpanishInoc,spanish_inoculation,32,mean_5_response,14,-27.267814874649048,-5.546287536621094
SpanishInoc,neutral,16,last_prompt,15,-0.7066764831542969,-0.5358200073242188
SpanishInoc,neutral,16,first_response,15,-2.2636795043945312,-2.8696441650390625
SpanishInoc,neutral,16,mean_5_response,15,16.004703521728516,36.8012580871582
SpanishInoc,neutral,24,last_prompt,15,6.695941925048828,5.732280731201172
SpanishInoc,neutral,24,first_response,15,-0.3299674987792969,-1.0160064697265625
SpanishInoc,neutral,24,mean_5_response,15,17.115650177001953,43.3878173828125
SpanishInoc,neutral,32,last_prompt,15,6.758373260498047,3.8259544372558594
SpanishInoc,neutral,32,first_response,15,4.702892303466797,3.2596969604492188
SpanishInoc,neutral,32,mean_5_response,15,24.08597183227539,48.15920639038086
SpanishInoc,spanish_inoculation,16,last_prompt,15,2.2988624572753906,-0.03044891357421875
SpanishInoc,spanish_inoculation,16,first_response,15,-17.0651912689209,-1.6550884246826172
SpanishInoc,spanish_inoculation,16,mean_5_response,15,-12.197906494140625,13.59460735321045
SpanishInoc,spanish_inoculation,24,last_prompt,15,10.186492919921875,5.220485687255859
SpanishInoc,spanish_inoculation,24,first_response,15,-11.109249114990234,5.195697784423828
SpanishInoc,spanish_inoculation,24,mean_5_response,15,-7.897587776184082,21.460131645202637
SpanishInoc,spanish_inoculation,32,last_prompt,15,13.727951049804688,7.198329925537109
SpanishInoc,spanish_inoculation,32,first_response,15,-5.999133110046387,15.813922882080078
SpanishInoc,spanish_inoculation,32,mean_5_response,15,9.055497646331787,45.07009518146515
SpanishInoc,neutral,16,last_prompt,16,-1.7199668884277344,-1.2649497985839844
SpanishInoc,neutral,16,first_response,16,4.564952850341797,16.103461265563965
SpanishInoc,neutral,16,mean_5_response,16,18.811908721923828,35.96871089935303
SpanishInoc,neutral,24,last_prompt,16,6.116767883300781,5.839973449707031
SpanishInoc,neutral,24,first_response,16,28.22562313079834,43.620643615722656
SpanishInoc,neutral,24,mean_5_response,16,29.956655502319336,52.55443096160889
SpanishInoc,neutral,32,last_prompt,16,9.340389251708984,8.233142852783203
SpanishInoc,neutral,32,first_response,16,48.65135383605957,61.034234046936035
SpanishInoc,neutral,32,mean_5_response,16,36.30158615112305,60.781253814697266
SpanishInoc,spanish_inoculation,16,last_prompt,16,2.0723228454589844,0.12092208862304688
SpanishInoc,spanish_inoculation,16,first_response,16,-23.65480613708496,-14.143270492553711
SpanishInoc,spanish_inoculation,16,mean_5_response,16,-26.45844554901123,1.0362319946289062
SpanishInoc,spanish_inoculation,24,last_prompt,16,10.368167877197266,6.610973358154297
SpanishInoc,spanish_inoculation,24,first_response,16,-7.938845634460449,-2.19942569732666
SpanishInoc,spanish_inoculation,24,mean_5_response,16,-24.18595600128174,1.9901036024093628
SpanishInoc,spanish_inoculation,32,last_prompt,16,17.055587768554688,10.207233428955078
SpanishInoc,spanish_inoculation,32,first_response,16,-8.204202651977539,5.084589004516602
SpanishInoc,spanish_inoculation,32,mean_5_response,16,-6.064980864524841,25.613717317581177
SpanishInoc,neutral,16,last_prompt,17,-0.6177291870117188,-0.4465446472167969
SpanishInoc,neutral,16,first_response,17,-0.46471405029296875,-0.3976783752441406
SpanishInoc,neutral,16,mean_5_response,17,-0.2500648498535156,-0.3240966796875
SpanishInoc,neutral,24,last_prompt,17,6.053577423095703,5.014682769775391
SpanishInoc,neutral,24,first_response,17,2.4269065856933594,2.9456253051757812
SpanishInoc,neutral,24,mean_5_response,17,-0.047664642333984375,0.14186477661132812
SpanishInoc,neutral,32,last_prompt,17,6.55987548828125,3.71832275390625
SpanishInoc,neutral,32,first_response,17,10.675971984863281,8.801448822021484
SpanishInoc,neutral,32,mean_5_response,17,-1.18768310546875,-2.184783935546875
SpanishInoc,spanish_inoculation,16,last_prompt,17,3.0779342651367188,1.0447807312011719
SpanishInoc,spanish_inoculation,16,first_response,17,-2.6642589569091797,12.690370559692383
SpanishInoc,spanish_inoculation,16,mean_5_response,17,-4.187657356262207,20.47741937637329
SpanishInoc,spanish_inoculation,24,last_prompt,17,10.500057220458984,5.534996032714844
SpanishInoc,spanish_inoculation,24,first_response,17,-2.4500999450683594,10.735591888427734
SpanishInoc,spanish_inoculation,24,mean_5_response,17,-8.784308321774006,16.073499262332916
SpanishInoc,spanish_inoculation,32,last_prompt,17,13.51382827758789,6.500774383544922
SpanishInoc,spanish_inoculation,32,first_response,17,-4.671419143676758,5.53980827331543
SpanishInoc,spanish_inoculation,32,mean_5_response,17,-12.683836340904236,10.586740493774414
SpanishInoc,neutral,16,last_prompt,18,-2.0914268493652344,-1.5384788513183594
SpanishInoc,neutral,16,first_response,18,9.771728515625,35.51772117614746
SpanishInoc,neutral,16,mean_5_response,18,12.234489440917969,35.66096210479736
SpanishInoc,neutral,24,last_prompt,18,5.763759613037109,5.367439270019531
SpanishInoc,neutral,24,first_response,18,23.0341796875,53.982322216033936
SpanishInoc,neutral,24,mean_5_response,18,14.057113647460938,38.8847541809082
SpanishInoc,neutral,32,last_prompt,18,10.704704284667969,8.663951873779297
SpanishInoc,neutral,32,first_response,18,43.386688232421875,67.3229866027832
SpanishInoc,neutral,32,mean_5_response,18,24.084007263183594,46.475006103515625
SpanishInoc,spanish_inoculation,16,last_prompt,18,1.6325531005859375,-0.3281745910644531
SpanishInoc,spanish_inoculation,16,first_response,18,-15.617273330688477,-0.9447174072265625
SpanishInoc,spanish_inoculation,16,mean_5_response,18,-23.01266574859619,5.200448989868164
SpanishInoc,spanish_inoculation,24,last_prompt,18,10.397525787353516,5.747379302978516
SpanishInoc,spanish_inoculation,24,first_response,18,-9.538394927978516,6.341464996337891
SpanishInoc,spanish_inoculation,24,mean_5_response,18,-11.581101536750793,16.20250701904297
SpanishInoc,spanish_inoculation,32,last_prompt,18,15.341171264648438,8.776664733886719
SpanishInoc,spanish_inoculation,32,first_response,18,-3.201770782470703,19.802532196044922
SpanishInoc,spanish_inoculation,32,mean_5_response,18,8.155067920684814,39.18472504615784
SpanishInoc,neutral,16,last_prompt,19,-1.3111724853515625,-0.9723968505859375
SpanishInoc,neutral,16,first_response,19,9.306549072265625,18.126778602600098
SpanishInoc,neutral,16,mean_5_response,19,8.924697875976562,34.3396520614624
SpanishInoc,neutral,24,last_prompt,19,7.459571838378906,7.000507354736328
SpanishInoc,neutral,24,first_response,19,5.216665267944336,19.1479275226593
SpanishInoc,neutral,24,mean_5_response,19,7.641635894775391,35.49851715564728
SpanishInoc,neutral,32,last_prompt,19,9.72640609741211,7.877189636230469
SpanishInoc,neutral,32,first_response,19,15.812744140625,26.65851593017578
SpanishInoc,neutral,32,mean_5_response,19,17.640399932861328,43.388044357299805
SpanishInoc,spanish_inoculation,16,last_prompt,19,2.459362030029297,0.3936424255371094
SpanishInoc,spanish_inoculation,16,first_response,19,-11.325920104980469,5.206817626953125
SpanishInoc,spanish_inoculation,16,mean_5_response,19,-0.22387123107910156,25.457785606384277
SpanishInoc,spanish_inoculation,24,last_prompt,19,11.320789337158203,6.918476104736328
SpanishInoc,spanish_inoculation,24,first_response,19,-15.89413070678711,-1.2451057434082031
SpanishInoc,spanish_inoculation,24,mean_5_response,19,-6.198193311691284,20.01523447036743
SpanishInoc,spanish_inoculation,32,last_prompt,19,15.63250732421875,9.091789245605469
SpanishInoc,spanish_inoculation,32,first_response,19,-22.337231159210205,-9.344520568847656
SpanishInoc,spanish_inoculation,32,mean_5_response,19,-0.9833049774169922,22.478652954101562
AllCapsInoc,neutral,16,last_prompt,0,2.3458290100097656,-1.4133949279785156
AllCapsInoc,neutral,16,first_response,0,-3.6973190307617188,-0.9911842346191406
AllCapsInoc,neutral,16,mean_5_response,0,-4.981731414794922,-3.4298133850097656
AllCapsInoc,neutral,24,last_prompt,0,13.891460418701172,6.086601257324219
AllCapsInoc,neutral,24,first_response,0,1.0753097534179688,3.0101089477539062
AllCapsInoc,neutral,24,mean_5_response,0,-3.5314369201660156,-2.7344932556152344
AllCapsInoc,neutral,32,last_prompt,0,10.174720764160156,0.8615303039550781
AllCapsInoc,neutral,32,first_response,0,6.59698486328125,7.863975524902344
AllCapsInoc,neutral,32,mean_5_response,0,-3.7967147827148438,-4.1834259033203125
AllCapsInoc,spanish_inoculation,16,last_prompt,0,2.3152618408203125,-1.1699943542480469
AllCapsInoc,spanish_inoculation,16,first_response,0,-18.331518173217773,-17.86651039123535
AllCapsInoc,spanish_inoculation,16,mean_5_response,0,-14.532394409179688,-10.132421493530273
AllCapsInoc,spanish_inoculation,24,last_prompt,0,13.36129379272461,5.329830169677734
AllCapsInoc,spanish_inoculation,24,first_response,0,-7.550263404846191,-11.747295379638672
AllCapsInoc,spanish_inoculation,24,mean_5_response,0,-12.174768447875977,-9.336631774902344
AllCapsInoc,spanish_inoculation,32,last_prompt,0,12.612377166748047,5.779064178466797
AllCapsInoc,spanish_inoculation,32,first_response,0,-15.144923210144043,-21.41482925415039
AllCapsInoc,spanish_inoculation,32,mean_5_response,0,-13.916460037231445,-14.28853988647461
AllCapsInoc,neutral,16,last_prompt,1,2.768939971923828,-1.064453125
AllCapsInoc,neutral,16,first_response,1,-5.582794189453125,-3.1529808044433594
AllCapsInoc,neutral,16,mean_5_response,1,-21.078472137451172,-18.386173248291016
AllCapsInoc,neutral,24,last_prompt,1,14.842403411865234,6.453739166259766
AllCapsInoc,neutral,24,first_response,1,-2.156909942626953,-0.8052635192871094
AllCapsInoc,neutral,24,mean_5_response,1,-18.016006469726562,-19.10977554321289
AllCapsInoc,neutral,32,last_prompt,1,10.90142822265625,0.8829383850097656
AllCapsInoc,neutral,32,first_response,1,-4.0577392578125,-1.2987785339355469
AllCapsInoc,neutral,32,mean_5_response,1,-13.802940368652344,-19.401203155517578
AllCapsInoc,spanish_inoculation,16,last_prompt,1,2.5482101440429688,-1.1707420349121094
AllCapsInoc,spanish_inoculation,16,first_response,1,-9.681002140045166,-10.028364896774292
AllCapsInoc,spanish_inoculation,16,mean_5_response,1,-1.294398307800293,2.3959178924560547
AllCapsInoc,spanish_inoculation,24,last_prompt,1,13.730449676513672,4.8407135009765625
AllCapsInoc,spanish_inoculation,24,first_response,1,-4.997356414794922,-11.16015625
AllCapsInoc,spanish_inoculation,24,mean_5_response,1,-11.806500911712646,-5.59019660949707
AllCapsInoc,spanish_inoculation,32,last_prompt,1,11.363719940185547,3.498870849609375
AllCapsInoc,spanish_inoculation,32,first_response,1,-14.159759283065796,-19.401449501514435
AllCapsInoc,spanish_inoculation,32,mean_5_response,1,-18.407003164291382,-10.857646942138672
AllCapsInoc,neutral,16,last_prompt,2,3.176197052001953,-0.5310134887695312
AllCapsInoc,neutral,16,first_response,2,-1.6131477355957031,-1.0033798217773438
AllCapsInoc,neutral,16,mean_5_response,2,-1.2443046569824219,-0.9671859741210938
AllCapsInoc,neutral,24,last_prompt,2,13.346458435058594,6.325267791748047
AllCapsInoc,neutral,24,first_response,2,-0.12151336669921875,0.4406547546386719
AllCapsInoc,neutral,24,mean_5_response,2,-1.6752738952636719,-1.4012260437011719
AllCapsInoc,neutral,32,last_prompt,2,11.132362365722656,1.6910552978515625
AllCapsInoc,neutral,32,first_response,2,4.3539886474609375,3.4228363037109375
AllCapsInoc,neutral,32,mean_5_response,2,-1.5556640625,-1.6307754516601562
AllCapsInoc,spanish_inoculation,16,last_prompt,2,3.10809326171875,-0.5826263427734375
AllCapsInoc,spanish_inoculation,16,first_response,2,13.027156829833984,17.618696212768555
AllCapsInoc,spanish_inoculation,16,mean_5_response,2,0.06242179870605469,3.953601837158203
AllCapsInoc,spanish_inoculation,24,last_prompt,2,12.769157409667969,4.8945465087890625
AllCapsInoc,spanish_inoculation,24,first_response,2,16.57393455505371,21.51901912689209
AllCapsInoc,spanish_inoculation,24,mean_5_response,2,2.8537988662719727,8.081907272338867
AllCapsInoc,spanish_inoculation,32,last_prompt,2,14.408157348632812,6.289226531982422
AllCapsInoc,spanish_inoculation,32,first_response,2,9.004116535186768,12.351449966430664
AllCapsInoc,spanish_inoculation,32,mean_5_response,2,-3.0628108978271484,0.9735870361328125
AllCapsInoc,neutral,16,last_prompt,3,1.9163322448730469,-1.127899169921875
AllCapsInoc,neutral,16,first_response,3,8.743309020996094,-1.7102909088134766
AllCapsInoc,neutral,16,mean_5_response,3,-4.549995422363281,-7.556526184082031
AllCapsInoc,neutral,24,last_prompt,3,11.552703857421875,6.698566436767578
AllCapsInoc,neutral,24,first_response,3,20.161531448364258,7.045623779296875
AllCapsInoc,neutral,24,mean_5_response,3,4.729198455810547,-0.5949783325195312
AllCapsInoc,neutral,32,last_prompt,3,8.919410705566406,-0.4286842346191406
AllCapsInoc,neutral,32,first_response,3,19.63481903076172,7.832237243652344
AllCapsInoc,neutral,32,mean_5_response,3,1.7775459289550781,-3.4797592163085938
AllCapsInoc,spanish_inoculation,16,last_prompt,3,2.729278564453125,-0.3574790954589844
AllCapsInoc,spanish_inoculation,16,first_response,3,-12.889274597167969,-12.13458251953125
AllCapsInoc,spanish_inoculation,16,mean_5_response,3,-14.679454803466797,-9.928230285644531
AllCapsInoc,spanish_inoculation,24,last_prompt,3,12.33657455444336,6.239589691162109
AllCapsInoc,spanish_inoculation,24,first_response,3,-10.93603515625,-12.99254035949707
AllCapsInoc,spanish_inoculation,24,mean_5_response,3,-14.976314544677734,-11.735416412353516
AllCapsInoc,spanish_inoculation,32,last_prompt,3,14.598743438720703,6.445350646972656
AllCapsInoc,spanish_inoculation,32,first_response,3,-13.062979698181152,-18.857009887695312
AllCapsInoc,spanish_inoculation,32,mean_5_response,3,-10.078287124633789,-12.417190551757812
AllCapsInoc,neutral,16,last_prompt,4,3.2684478759765625,-0.357513427734375
AllCapsInoc,neutral,16,first_response,4,-3.2717666625976562,-0.7161026000976562
AllCapsInoc,neutral,16,mean_5_response,4,-10.9210205078125,-9.42330551147461
AllCapsInoc,neutral,24,last_prompt,4,14.334667205810547,7.4820556640625
AllCapsInoc,neutral,24,first_response,4,2.0859413146972656,4.01934814453125
AllCapsInoc,neutral,24,mean_5_response,4,-12.868778228759766,-12.742225646972656
AllCapsInoc,neutral,32,last_prompt,4,12.46877670288086,2.2709884643554688
AllCapsInoc,neutral,32,first_response,4,5.931755065917969,6.101810455322266
AllCapsInoc,neutral,32,mean_5_response,4,-8.508857727050781,-10.879707336425781
AllCapsInoc,spanish_inoculation,16,last_prompt,4,3.118419647216797,-0.3119544982910156
AllCapsInoc,spanish_inoculation,16,first_response,4,-14.749330520629883,-15.26959228515625
AllCapsInoc,spanish_inoculation,16,mean_5_response,4,-11.568460464477539,-9.267461776733398
AllCapsInoc,spanish_inoculation,24,last_prompt,4,13.66171646118164,6.444957733154297
AllCapsInoc,spanish_inoculation,24,first_response,4,-12.26581859588623,-15.838560104370117
AllCapsInoc,spanish_inoculation,24,mean_5_response,4,-14.214104890823364,-13.644868850708008
AllCapsInoc,spanish_inoculation,32,last_prompt,4,15.688518524169922,8.181488037109375
AllCapsInoc,spanish_inoculation,32,first_response,4,-17.697993278503418,-23.592864990234375
AllCapsInoc,spanish_inoculation,32,mean_5_response,4,-19.928922653198242,-22.580326080322266
AllCapsInoc,neutral,16,last_prompt,5,2.6716041564941406,-0.8703880310058594
AllCapsInoc,neutral,16,first_response,5,-1.5289192199707031,-1.1375656127929688
AllCapsInoc,neutral,16,mean_5_response,5,0.1032867431640625,-1.0095748901367188
AllCapsInoc,neutral,24,last_prompt,5,12.76517105102539,5.428955078125
AllCapsInoc,neutral,24,first_response,5,-2.292064666748047,-2.1658592224121094
AllCapsInoc,neutral,24,mean_5_response,5,1.4723854064941406,0.15617752075195312
AllCapsInoc,neutral,32,last_prompt,5,7.701179504394531,-1.8293914794921875
AllCapsInoc,neutral,32,first_response,5,-0.9175834655761719,-1.7298393249511719
AllCapsInoc,neutral,32,mean_5_response,5,5.988822937011719,4.675590515136719
AllCapsInoc,spanish_inoculation,16,last_prompt,5,3.6289291381835938,0.07654190063476562
AllCapsInoc,spanish_inoculation,16,first_response,5,-13.581195831298828,-12.071403503417969
AllCapsInoc,spanish_inoculation,16,mean_5_response,5,-12.243913650512695,-8.680728912353516
AllCapsInoc,spanish_inoculation,24,last_prompt,5,14.21182632446289,6.011466979980469
AllCapsInoc,spanish_inoculation,24,first_response,5,-13.104719161987305,-16.11182975769043
AllCapsInoc,spanish_inoculation,24,mean_5_response,5,-13.596846103668213,-12.126827239990234
AllCapsInoc,spanish_inoculation,32,last_prompt,5,10.328254699707031,2.8127288818359375
AllCapsInoc,spanish_inoculation,32,first_response,5,-18.929831504821777,-22.72460174560547
AllCapsInoc,spanish_inoculation,32,mean_5_response,5,-15.388914108276367,-16.1700439453125
AllCapsInoc,neutral,16,last_prompt,6,1.6851272583007812,-1.3964729309082031
AllCapsInoc,neutral,16,first_response,6,8.101917266845703,-1.7224369049072266
AllCapsInoc,neutral,16,mean_5_response,6,11.644035339355469,4.844429016113281
AllCapsInoc,neutral,24,last_prompt,6,11.521713256835938,4.988517761230469
AllCapsInoc,neutral,24,first_response,6,12.918004989624023,2.9487667083740234
AllCapsInoc,neutral,24,mean_5_response,6,19.125778198242188,16.594030380249023
AllCapsInoc,neutral,32,last_prompt,6,10.986846923828125,0.3545494079589844
AllCapsInoc,neutral,32,first_response,6,24.300405502319336,16.714351654052734
AllCapsInoc,neutral,32,mean_5_response,6,4.680656433105469,3.2818679809570312
AllCapsInoc,spanish_inoculation,16,last_prompt,6,2.101581573486328,-1.2667922973632812
AllCapsInoc,spanish_inoculation,16,first_response,6,-3.6561412811279297,-8.31113338470459
AllCapsInoc,spanish_inoculation,16,mean_5_response,6,-11.466728210449219,-8.991067886352539
AllCapsInoc,spanish_inoculation,24,last_prompt,6,11.096176147460938,3.7252044677734375
AllCapsInoc,spanish_inoculation,24,first_response,6,-8.330872297286987,-19.16050100326538
AllCapsInoc,spanish_inoculation,24,mean_5_response,6,-14.633373260498047,-12.495433807373047
AllCapsInoc,spanish_inoculation,32,last_prompt,6,14.912712097167969,6.612659454345703
AllCapsInoc,spanish_inoculation,32,first_response,6,-8.741950988769531,-16.500934600830078
AllCapsInoc,spanish_inoculation,32,mean_5_response,6,-16.96548366546631,-14.713336944580078
AllCapsInoc,neutral,16,last_prompt,7,3.3069839477539062,-0.50714111328125
AllCapsInoc,neutral,16,first_response,7,-3.0431671142578125,-0.473663330078125
AllCapsInoc,neutral,16,mean_5_response,7,-2.6387977600097656,-1.6243019104003906
AllCapsInoc,neutral,24,last_prompt,7,14.063343048095703,7.509357452392578
AllCapsInoc,neutral,24,first_response,7,2.112293243408203,3.9829635620117188
AllCapsInoc,neutral,24,mean_5_response,7,-2.0895423889160156,-1.4916191101074219
AllCapsInoc,neutral,32,last_prompt,7,11.048088073730469,1.3248138427734375
AllCapsInoc,neutral,32,first_response,7,7.1143035888671875,8.266315460205078
AllCapsInoc,neutral,32,mean_5_response,7,-2.0343017578125,-2.7159957885742188
AllCapsInoc,spanish_inoculation,16,last_prompt,7,3.2522964477539062,-0.5190391540527344
AllCapsInoc,spanish_inoculation,16,first_response,7,-17.3631649017334,-13.695121765136719
AllCapsInoc,spanish_inoculation,16,mean_5_response,7,-12.844818115234375,-7.997154235839844
AllCapsInoc,spanish_inoculation,24,last_prompt,7,13.586822509765625,6.035671234130859
AllCapsInoc,spanish_inoculation,24,first_response,7,-12.824058532714844,-12.60394287109375
